node	node_name	node_type
DOID:1381	Fox-Fordyce disease	Disease
CHEMBL2108727	CHEMBL2108727	Compound
DOID:77	gastrointestinal system disease	Disease
DB01331	Cefoxitin	Compound
DOID:0060225	3MC syndrome	Disease
DOID:3877	functional colonic disease	Disease
50840	TAS2R14	Gene
DOID:8536	herpes zoster	Disease
1469	CST1	Gene
DOID:13619	extrahepatic cholestasis	Disease
56952	PRTFDC1	Gene
DOID:218	ascending colon cancer	Disease
4796	TONSL	Gene
DOID:9739	eustachian tube disease	Disease
C0151799	Skin necrosis	SideEffect
CHEMBL1237044	CHEMBL1237044	Compound
WP3929_r90949	Chemokine signaling pathway	Pathway
C0860851	Oestradiol increased	SideEffect
23560	GTPBP4	Gene
DOID:0060314	persistent generalized lymphadenopathy	Disease
DOID:1492	eye and adnexa disease	Disease
64779	MTHFSD	Gene
4601	MXI1	Gene
114907	FBXO32	Gene
8345	HIST1H2BH	Gene
4038	LRP4	Gene
CHEMBL1200966	CHEMBL1200966	Compound
DOID:12117	pulmonary alveolar microlithiasis	Disease
229	ALDOB	Gene
23334	SZT2	Gene
2744	GLS	Gene
C0040264	Tinnitus	SideEffect
C0917801	Insomnia	SideEffect
C0028738	Nystagmus	SideEffect
3764	KCNJ8	Gene
57486	NLN	Gene
1602	DACH1	Gene
C0153594	Testis cancer	SideEffect
DB00711	Diethylcarbamazine	Compound
29101	SSU72	Gene
DOID:2163	nasal cavity disease	Disease
5002	SLC22A18	Gene
127262	TPRG1L	Gene
P10275	ANDR_HUMAN	Protein
DOID:0050748	marginal zone B-cell lymphoma	Disease
84675	TRIM55	Gene
3192	HNRNPU	Gene
255743	NPNT	Gene
C0241164	Skin tenderness	SideEffect
C0036973	Shivering	SideEffect
DB09321	Zinc oxide	Compound
84662	GLIS2	Gene
326340	ZAR1	Gene
UBERON:0001691	external ear	Anatomy
4016	LOXL1	Gene
6135	RPL11	Gene
DOID:3393	coronary artery disease	Disease
5076	PAX2	Gene
351	APP	Gene
C0730328	Central serous retinopathy	SideEffect
51020	HDDC2	Gene
C0036572	Convulsion	SideEffect
C3665596	Warts	SideEffect
CHEMBL395091	CHEMBL395091	Compound
P47989	XDH_HUMAN	Protein
UBERON:0003727	intercostal nerve	Anatomy
P49840	GSK3A_HUMAN	Protein
121256	TMEM132D	Gene
DOID:12716	newborn respiratory distress syndrome	Disease
CHEMBL2107384	CHEMBL2107384	Compound
CHEMBL865	CHEMBL865	Compound
DOID:3596	placental site trophoblastic tumor	Disease
CHEMBL1201043	CHEMBL1201043	Compound
9425	CDYL	Gene
DOID:0110796	hereditary spastic paraplegia 44	Disease
9382	COG1	Gene
10220	GDF11	Gene
CHEMBL2105733	CHEMBL2105733	Compound
C0023976	Long QT syndrome	SideEffect
DOID:0050160	inhalation anthrax	Disease
DOID:14006	splenic artery aneurysm	Disease
94235	GNG8	Gene
9836	LCMT2	Gene
DOID:10581	metachromatic leukodystrophy	Disease
N0000182144	Growth Hormone Releasing Factor Analog	PharmacologicClass
1408	CRY2	Gene
PC7_2570	Chromatin modifying enzymes	Pathway
DOID:14019	Brucella canis brucellosis	Disease
CHEMBL3545175	CHEMBL3545175	Compound
C0030805	Pemphigoid	SideEffect
57211	ADGRG6	Gene
Q9NY46	SCN3A_HUMAN	Protein
C0266008	Breast malformation	SideEffect
CHEMBL2109500	CHEMBL2109500	Compound
4791	NFKB2	Gene
DOID:13865	facial neuralgia	Disease
54899	PXK	Gene
UBERON:0005386	olfactory segment of nasal mucosa	Anatomy
80331	DNAJC5	Gene
6558	SLC12A2	Gene
DB00904	Ondansetron	Compound
4154	MBNL1	Gene
CHEMBL1743067	CHEMBL1743067	Compound
22891	ZNF365	Gene
DOID:0060168	histidinemia	Disease
DOID:0050452	mevalonic aciduria	Disease
60592	SCOC	Gene
200765	TIGD1	Gene
Q86UX6	ST32C_HUMAN	Protein
8727	CTNNAL1	Gene
55975	KLHL7	Gene
C0010308	Congenital hypothyroidism	SideEffect
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BiologicalProcess
79651	RHBDF2	Gene
DB06702	Fesoterodine	Compound
C0005956	Bone marrow disorder	SideEffect
CHEMBL2068839	CHEMBL2068839	Compound
DOID:533	thymus gland disease	Disease
UBERON:0003724	musculocutaneous nerve	Anatomy
CHEMBL2109334	CHEMBL2109334	Compound
9469	CHST3	Gene
8754	ADAM9	Gene
DOID:0060161	Kennedy's disease	Disease
DOID:1726	partial of retinal vein occlusion	Disease
91523	PCED1B	Gene
DOID:11665	Patau syndrome	Disease
11269	DDX19B	Gene
DOID:9513	plasmacytic leukemia	Disease
127707	KLHDC7A	Gene
7019	TFAM	Gene
GO:0007283	spermatogenesis	BiologicalProcess
C0497247	Blood pressure increased	SideEffect
DB08931	Riociguat	Compound
CHEMBL1133	CHEMBL1133	Compound
DOID:0050468	yellow nail syndrome	Disease
DOID:9282	ocular hypertension	Disease
5793	PTPRG	Gene
C1262013	Recall phenomenon	SideEffect
DOID:2754	glycogen storage disease VI	Disease
6715	SRD5A1	Gene
D003451	Cryoprotective Agents	PharmacologicClass
51029	DESI2	Gene
629	CFB	Gene
P11509	CP2A6_HUMAN	Protein
DOID:959	esophagus squamous cell papilloma	Disease
DB00308	Ibutilide	Compound
84101	USP44	Gene
DOID:0060245	Mast syndrome	Disease
CHEMBL437765	CHEMBL437765	Compound
9127	P2RX6	Gene
DOID:0110583	autosomal dominant nonsyndromic deafness 59	Disease
3017	HIST1H2BD	Gene
DOID:1134	gingival recession	Disease
64771	C6orf106	Gene
DOID:5143	large bowel leiomyoma	Disease
57223	PPP4R3B	Gene
8912	CACNA1H	Gene
55350	VNN3	Gene
DB00530	Erlotinib	Compound
P05093	CP17A_HUMAN	Protein
DOID:9503	Loeffler syndrome	Disease
6102	RP2	Gene
DOID:10330	slate pneumoconiosis	Disease
DB11994	Diacerein	Compound
64943	NT5DC2	Gene
DOID:11558	acute allergic serous otitis media	Disease
5613	PRKX	Gene
CHEMBL3989932	CHEMBL3989932	Compound
90701	SEC11C	Gene
389151	PRR23B	Gene
D007202	Indicators and Reagents	PharmacologicClass
DOID:0050046	Far Eastern spotted fever	Disease
DOID:12782	cicatricial ectropion	Disease
CHEMBL2109613	CHEMBL2109613	Compound
5968	REG1B	Gene
DB04877	Voacamine	Compound
D009676	Noxae	PharmacologicClass
D009155	Mutism	Symptom
CHEMBL3182647	CHEMBL3182647	Compound
10661	KLF1	Gene
N0000190857	Janus Kinase Inhibitors	PharmacologicClass
29106	SCG3	Gene
2904	GRIN2B	Gene
317719	KLHL10	Gene
C1112192	Erythrosis	SideEffect
UBERON:0002030	nipple	Anatomy
Q13557	KCC2D_HUMAN	Protein
CHEMBL282686	CHEMBL282686	Compound
CHEMBL1200582	CHEMBL1200582	Compound
2737	GLI3	Gene
9514	GAL3ST1	Gene
DOID:774	retina lymphoma	Disease
23331	TTC28	Gene
CHEMBL3545339	CHEMBL3545339	Compound
1316	KLF6	Gene
6510	SLC1A5	Gene
C0853619	Local swelling	SideEffect
DOID:1837	diabetic ketoacidosis	Disease
DB09144	Uridine triacetate	Compound
D019954	Neurobehavioral Manifestations	Symptom
138065	RNF183	Gene
57493	HEG1	Gene
DOID:0050663	Bethlem myopathy	Disease
DOID:0050785	progressive relapsing multiple sclerosis	Disease
CHEMBL49642	CHEMBL49642	Compound
55967	NDUFA12	Gene
27075	TSPAN13	Gene
DB00924	Cyclobenzaprine	Compound
DOID:10290	prostate lymphoma	Disease
8774	NAPG	Gene
727832	GOLGA6L6	Gene
CHEMBL3989766	CHEMBL3989766	Compound
139378	ADGRG4	Gene
139741	ACTRT1	Gene
389376	SFTA2	Gene
CHEMBL1200887	CHEMBL1200887	Compound
CHEMBL251904	CHEMBL251904	Compound
C0002894	Refractory anaemia with an excess of blasts	SideEffect
CHEMBL2105711	CHEMBL2105711	Compound
P22455	FGFR4_HUMAN	Protein
DB00358	Mefloquine	Compound
DOID:11984	hypertrophic cardiomyopathy	Disease
54575	UGT1A10	Gene
D000305	Adrenal Cortex Hormones	PharmacologicClass
140767	NRSN1	Gene
25996	REXO2	Gene
D005158	Facial Paralysis	Symptom
DOID:5535	gallbladder squamous cell carcinoma	Disease
DOID:0050196	Venezuelan hemorrhagic fever	Disease
DOID:1931	hypothalamic disease	Disease
23786	BCL2L13	Gene
UBERON:0004122	genitourinary system	Anatomy
C0235896	Lung infiltration	SideEffect
222166	MTURN	Gene
CHEMBL1743035	CHEMBL1743035	Compound
442038	SULT1C3	Gene
C0152029	Sinus congestion	SideEffect
DB08868	Fingolimod	Compound
DOID:0110418	retinitis pigmentosa Y-linked	Disease
24142	NAA80	Gene
CHEMBL383322	CHEMBL383322	Compound
5223	PGAM1	Gene
DOID:14133	Masters-Allen syndrome	Disease
DOID:4851	pilocytic astrocytoma	Disease
389852	SPACA5	Gene
27113	BBC3	Gene
C0021053	Immune system disorder	SideEffect
DOID:0110954	Waardenburg syndrome type 4B	Disease
CHEMBL2108700	CHEMBL2108700	Compound
55664	CDC37L1	Gene
C0221742	Serum sickness-like reaction	SideEffect
8621	CDK13	Gene
84954	MPND	Gene
84074	QRICH2	Gene
CHEMBL3545086	CHEMBL3545086	Compound
7075	TIE1	Gene
122509	IFI27L1	Gene
DOID:728	nodular episcleritis	Disease
54821	ERCC6L	Gene
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	BiologicalProcess
DOID:11868	chronic erythremia	Disease
DOID:0110489	autosomal recessive nonsyndromic deafness 30	Disease
C0027404	Narcolepsy	SideEffect
DOID:0110575	autosomal dominant nonsyndromic deafness 5	Disease
27327	TNRC6A	Gene
CHEMBL2110816	CHEMBL2110816	Compound
DB09256	Tegafur	Compound
858	CAV2	Gene
DOID:0060465	fibrochondrogenesis	Disease
DOID:0110173	Charcot-Marie-Tooth disease axonal type 2U	Disease
55558	PLXNA3	Gene
DB04868	Nilotinib	Compound
DB00607	Nafcillin	Compound
166655	TRIM60	Gene
390201	OR10V1	Gene
N0000009986	Alkalinizing Activity	PharmacologicClass
6509	SLC1A4	Gene
92521	SPECC1	Gene
DB00931	Methacycline	Compound
DOID:2174	ocular cancer	Disease
DB03085	Glycolic acid	Compound
C0042065	Genitourinary tract neoplasm	SideEffect
369	ARAF	Gene
CHEMBL365442	CHEMBL365442	Compound
55321	TMEM74B	Gene
9043	SPAG9	Gene
54537	SHLD2	Gene
493911	PHOSPHO2	Gene
56130	PCDHB6	Gene
147657	ZNF480	Gene
25851	TECPR1	Gene
DOID:8482	transient retinal arterial occlusion	Disease
10694	CCT8	Gene
8915	BCL10	Gene
27250	PDCD4	Gene
5764	PTN	Gene
DOID:13306	diphtheritic cystitis	Disease
CHEMBL3545162	CHEMBL3545162	Compound
C0085669	Acute leukaemia	SideEffect
857	CAV1	Gene
CHEMBL2105801	CHEMBL2105801	Compound
51741	WWOX	Gene
10087	COL4A3BP	Gene
Q9UPE1	SRPK3_HUMAN	Protein
54893	MTMR10	Gene
CHEMBL1232111	CHEMBL1232111	Compound
DOID:12323	cough variant asthma	Disease
GO:0043025	neuronal cell body	CellularComponent
CHEMBL1903819	CHEMBL1903819	Compound
DOID:1254	trichostrongylosis	Disease
57038	RARS2	Gene
GO:0034599	cellular response to oxidative stress	BiologicalProcess
GO:0051169	nuclear transport	BiologicalProcess
C0020550	Hyperthyroidism	SideEffect
84545	MRPL43	Gene
80349	WDR61	Gene
283092	OR4C13	Gene
4520	MTF1	Gene
DOID:0110038	Alzheimer's disease 6	Disease
7703	PCGF2	Gene
51294	PCDH12	Gene
389170	LEKR1	Gene
285782	CAGE1	Gene
CHEMBL1201472	CHEMBL1201472	Compound
C0030305	Pancreatitis	SideEffect
170679	PSORS1C1	Gene
DOID:10864	partial third-nerve palsy	Disease
100271715	ARHGEF33	Gene
DB09257	Gimeracil	Compound
DOID:2929	Newcastle disease	Disease
CHEMBL1200995	CHEMBL1200995	Compound
D001259	Ataxia	Symptom
8976	WASL	Gene
155066	ATP6V0E2	Gene
DOID:1577	limited scleroderma	Disease
83732	RIOK1	Gene
27013	CNPPD1	Gene
51128	SAR1B	Gene
132724	TMPRSS11B	Gene
10803	CCR9	Gene
2303	FOXC2	Gene
100129278	TDRD15	Gene
DOID:13240	tooth resorption	Disease
1543	CYP1A1	Gene
25796	PGLS	Gene
10861	SLC26A1	Gene
2035	EPB41	Gene
10237	SLC35B1	Gene
3566	IL4R	Gene
DOID:8499	night blindness	Disease
3612	IMPA1	Gene
DOID:3323	Sandhoff disease	Disease
DB01078	Deslanoside	Compound
DOID:10744	broad ligament malignant neoplasm	Disease
C0858259	Nasal discomfort	SideEffect
D003764	Dental Materials	PharmacologicClass
3131	HLF	Gene
8894	EIF2S2	Gene
DOID:0070126	congenital nongoitrous hypothyroidism 1	Disease
5429	POLH	Gene
DOID:3463	breast disease	Disease
N0000175935	Macrolide Antimicrobial	PharmacologicClass
DB00201	Caffeine	Compound
5686	PSMA5	Gene
DOID:3227	tracheal stenosis	Disease
123722	FSD2	Gene
201501	ZBTB7C	Gene
D047072	Aromatase Inhibitors	PharmacologicClass
51762	RAB8B	Gene
CHEMBL562668	CHEMBL562668	Compound
DOID:0050655	Bamforth-Lazarus syndrome	Disease
1212	CLTB	Gene
DB00654	Latanoprost	Compound
2741	GLRA1	Gene
UBERON:0001914	colostrum	Anatomy
51225	ABI3	Gene
C0016479	Food poisoning	SideEffect
DOID:10579	leukodystrophy	Disease
P14324	FPPS_HUMAN	Protein
84256	FLYWCH1	Gene
DOID:9246	cerebral amyloid angiopathy	Disease
55803	ADAP2	Gene
79908	BTNL8	Gene
CHEMBL1921976	CHEMBL1921976	Compound
CHEMBL2106324	CHEMBL2106324	Compound
83696	TRAPPC9	Gene
148641	SLC35F3	Gene
127074	OR2T4	Gene
126961	HIST2H3C	Gene
5713	PSMD7	Gene
DOID:2012	Nezelof syndrome	Disease
CHEMBL1586	CHEMBL1586	Compound
C0178298	Unspecified disorder of skin and subcutaneous tissue	SideEffect
CHEMBL1201498	CHEMBL1201498	Compound
C1328447	Brain stem syndrome	SideEffect
4593	MUSK	Gene
CHEMBL600685	CHEMBL600685	Compound
CHEMBL1585303	CHEMBL1585303	Compound
10900	RUNDC3A	Gene
DOID:14525	Reye syndrome	Disease
CHEMBL3813873	CHEMBL3813873	Compound
6443	SGCB	Gene
57705	WDFY4	Gene
57590	WDFY1	Gene
84937	ZNRF1	Gene
84984	CEP19	Gene
57659	ZBTB4	Gene
DOID:11149	aqueous misdirection	Disease
DB00782	Propantheline	Compound
7454	WAS	Gene
DOID:0110556	autosomal dominant nonsyndromic deafness 27	Disease
119772	OR52M1	Gene
D043924	Angiogenesis Modulating Agents	PharmacologicClass
DOID:5683	hereditary breast ovarian cancer syndrome	Disease
6154	RPL26	Gene
C0007871	Cervical incompetence	SideEffect
284076	TTLL6	Gene
C0022603	Seborrhoeic keratosis	SideEffect
DOID:0050821	first-degree atrioventricular block	Disease
94026	POM121L2	Gene
9274	BCL7C	Gene
5909	RAP1GAP	Gene
220074	LRTOMT	Gene
CHEMBL2107792	CHEMBL2107792	Compound
2825	GPR1	Gene
DOID:0050587	trichotillomania	Disease
N0000011301	Progesterone Congeners	PharmacologicClass
2592	GALT	Gene
6900	CNTN2	Gene
151871	DPPA2	Gene
56521	DNAJC12	Gene
CHEMBL1201572	CHEMBL1201572	Compound
DOID:11736	odontoclasia	Disease
80301	PLEKHO2	Gene
84871	AGBL4	Gene
CHEMBL1200326	CHEMBL1200326	Compound
127933	UHMK1	Gene
10024	TROAP	Gene
DOID:7280	congenital epulis	Disease
DB01177	Idarubicin	Compound
DOID:12161	peripheral retinal degeneration	Disease
CHEMBL298470	CHEMBL298470	Compound
CHEMBL1255654	CHEMBL1255654	Compound
89822	KCNK17	Gene
352999	C6orf58	Gene
8638	OASL	Gene
UBERON:0001895	metencephalon	Anatomy
DOID:11561	hypertensive retinopathy	Disease
7456	WIPF1	Gene
DOID:4662	thalamic disease	Disease
29914	UBIAD1	Gene
1437	CSF2	Gene
DB00528	Lercanidipine	Compound
PC7_8666	VEGFR2 mediated cell proliferation	Pathway
CHEMBL1255582	CHEMBL1255582	Compound
Q7L0J3	SV2A_HUMAN	Protein
1182	CLCN3	Gene
64816	CYP3A43	Gene
4794	NFKBIE	Gene
UBERON:0001775	ciliary body	Anatomy
154043	CNKSR3	Gene
DOID:14522	partial arterial retinal occlusion	Disease
26030	PLEKHG3	Gene
137682	NDUFAF6	Gene
2537	IFI6	Gene
153830	RNF145	Gene
3467	IFNW1	Gene
O94768	ST17B_HUMAN	Protein
4363	ABCC1	Gene
DOID:13778	chancroid	Disease
C0151826	Retrosternal pain	SideEffect
120379	PIH1D2	Gene
D009886	Ophthalmoplegia	Symptom
C0085679	Hyperchloraemia	SideEffect
399664	MEX3D	Gene
DOID:14087	epicondylitis	Disease
D000923	Anticestodal Agents	PharmacologicClass
DOID:1089	tethered spinal cord syndrome	Disease
CHEMBL1407943	CHEMBL1407943	Compound
DOID:11555	Fuchs' endothelial dystrophy	Disease
27068	PPA2	Gene
79142	PHF23	Gene
54596	L1TD1	Gene
64220	STRA6	Gene
P48039	MTR1A_HUMAN	Protein
DOID:0050543	Charcot-Marie-Tooth disease intermediate type	Disease
DOID:439	neuromuscular junction disease	Disease
8970	HIST1H2BJ	Gene
9804	TOMM20	Gene
GO:0097696	receptor signaling pathway via STAT	BiologicalProcess
CHEMBL263886	CHEMBL263886	Compound
DB11110	Magnesium citrate	Compound
DOID:10816	duodenum adenocarcinoma	Disease
55775	TDP1	Gene
2565	GABRG1	Gene
4867	NPHP1	Gene
DOID:13825	squamous blepharitis	Disease
DOID:0060305	megalocornea	Disease
63910	SLC17A9	Gene
DOID:9637	stomatitis	Disease
166614	DCLK2	Gene
151194	METTL21A	Gene
DOID:13714	anodontia	Disease
5898	RALA	Gene
2853	GPR31	Gene
7737	RNF113A	Gene
CHEMBL3622820	CHEMBL3622820	Compound
DOID:11907	ecthyma	Disease
9246	UBE2L6	Gene
9517	SPTLC2	Gene
DOID:12286	testicular leukemia	Disease
79935	CNTD2	Gene
440689	HIST2H2BF	Gene
C0008372	Cholestasis intrahepatic	SideEffect
11161	ERG28	Gene
DOID:5805	subvalvular aortic stenosis	Disease
51497	NELFCD	Gene
85378	TUBGCP6	Gene
23316	CUX2	Gene
79169	C1orf35	Gene
DOID:0060229	Baraitser-Winter syndrome	Disease
652991	SKOR2	Gene
CHEMBL3137320	CHEMBL3137320	Compound
404037	HAPLN4	Gene
DB01179	Podofilox	Compound
DOID:12211	filarial elephantiasis	Disease
CHEMBL2107801	CHEMBL2107801	Compound
D012912	Sneezing	Symptom
6297	SALL2	Gene
DB09352	Hydroxyamphetamine	Compound
DOID:0070054	autosomal dominant non-syndromic intellectual disability 24	Disease
C0221777	Nontoxic goiter	SideEffect
4477	MSMB	Gene
56001	NXF2	Gene
CHEMBL2108046	CHEMBL2108046	Compound
5411	PNN	Gene
148281	SYT6	Gene
11034	DSTN	Gene
646862	RNF225	Gene
C0030446	Ileus paralytic	SideEffect
DB04840	Debrisoquin	Compound
C0549418	Urine flow decreased	SideEffect
DOID:2510	Kluver-Bucy syndrome	Disease
5453	POU3F1	Gene
CHEMBL1200916	CHEMBL1200916	Compound
CHEMBL221753	CHEMBL221753	Compound
1838	DTNB	Gene
D012997	Solvents	PharmacologicClass
5584	PRKCI	Gene
11280	SCN11A	Gene
84501	SPIRE2	Gene
CHEMBL2007346	CHEMBL2007346	Compound
3827	KNG1	Gene
C0151955	Decreased tolerance	SideEffect
P14735	IDE_HUMAN	Protein
7180	CRISP2	Gene
DOID:0050766	choreaacanthocytosis	Disease
DOID:2832	geotrichosis	Disease
GO:0005788	endoplasmic reticulum lumen	CellularComponent
C0019163	Hepatitis B	SideEffect
91227	GGTLC2	Gene
391365	SULT6B1	Gene
401993	OR2T5	Gene
C0042170	Vogt-Koyanagi-Harada syndrome	SideEffect
7263	TST	Gene
CHEMBL3545042	CHEMBL3545042	Compound
DB11359	Guaiacol	Compound
CHEMBL271068	CHEMBL271068	Compound
CHEMBL107	CHEMBL107	Compound
81855	SFXN3	Gene
3887	KRT81	Gene
DOID:1591	renovascular hypertension	Disease
DOID:10952	nephritis	Disease
7369	UMOD	Gene
CHEMBL261244	CHEMBL261244	Compound
51386	EIF3L	Gene
8631	SKAP1	Gene
10982	MAPRE2	Gene
7365	UGT2B10	Gene
CHEMBL2105662	CHEMBL2105662	Compound
3590	IL11RA	Gene
P04054	PA21B_HUMAN	Protein
3421	IDH3G	Gene
DOID:13891	bird fancier's lung	Disease
CHEMBL3707311	CHEMBL3707311	Compound
DOID:4359	amelanotic melanoma	Disease
55600	ITLN1	Gene
DB00737	Meclizine	Compound
DOID:0110116	autoimmune lymphoproliferative syndrome type 2B	Disease
8739	HRK	Gene
C0019572	Hirsutism	SideEffect
60681	FKBP10	Gene
1912	PHC2	Gene
51614	ERGIC3	Gene
DOID:0050930	sublingual gland adenoid cystic carcinoma	Disease
727866	FAM156B	Gene
148789	B3GALNT2	Gene
C0233571	Excitement	SideEffect
Q9H1R3	MYLK2_HUMAN	Protein
Q6DT37	MRCKG_HUMAN	Protein
CHEBI:35444	antinematodal drug	PharmacologicClass
54491	OTULINL	Gene
DOID:10485	esophageal atresia	Disease
C0027438	Nasopharyngeal disorder	SideEffect
146713	RBFOX3	Gene
8834	TMEM11	Gene
DB09082	Vilanterol	Compound
UBERON:0000013	sympathetic nervous system	Anatomy
78994	PRR14	Gene
CHEBI:59844	antihyperplasia drug	PharmacologicClass
N0000006688	Carnitine	PharmacologicClass
55567	DNAH3	Gene
285676	ZNF454	Gene
C0043541	Zygomycosis	SideEffect
N0000171131	Allergens	PharmacologicClass
4166	CHST6	Gene
DB08811	Tofisopam	Compound
7444	VRK2	Gene
388512	CLEC17A	Gene
GO:0098978	glutamatergic synapse	CellularComponent
2551	GABPA	Gene
7529	YWHAB	Gene
DOID:9997	results_in_formation_of	Disease
P13866	SC5A1_HUMAN	Protein
CHEMBL10766	CHEMBL10766	Compound
CHEMBL3188551	CHEMBL3188551	Compound
O94782	UBP1_HUMAN	Protein
CHEMBL1743058	CHEMBL1743058	Compound
4308	TRPM1	Gene
29928	TIMM22	Gene
D018501	Antirheumatic Agents	PharmacologicClass
10550	ARL6IP5	Gene
3437	IFIT3	Gene
23557	SNAPIN	Gene
CHEMBL2108404	CHEMBL2108404	Compound
163059	ZNF433	Gene
C0085622	Monoplegia	SideEffect
CHEBI:48525	calcimimetic	PharmacologicClass
C0159060	Abnormal bowel sounds	SideEffect
339210	C17orf67	Gene
338699	ANKRD42	Gene
2525	FUT3	Gene
O14746	TERT_HUMAN	Protein
CHEMBL609673	CHEMBL609673	Compound
CHEMBL537161	CHEMBL537161	Compound
23211	ZC3H4	Gene
3656	IRAK2	Gene
285193	DUSP28	Gene
64598	MOSPD3	Gene
9709	HERPUD1	Gene
5459	POU4F3	Gene
Q9H3S4	TPK1_HUMAN	Protein
170370	FAM170B	Gene
GO:0099527	postsynapse to nucleus signaling pathway	BiologicalProcess
5432	POLR2C	Gene
P20292	AL5AP_HUMAN	Protein
284119	CAVIN1	Gene
DB00462	Methylscopolamine bromide	Compound
GO:0043627	response to estrogen	BiologicalProcess
79823	CAMKMT	Gene
22895	RPH3A	Gene
57062	DDX24	Gene
DOID:0110783	hereditary spastic paraplegia 32	Disease
GO:0032103	positive regulation of response to external stimulus	BiologicalProcess
GO:0034620	cellular response to unfolded protein	BiologicalProcess
51002	TPRKB	Gene
11117	EMILIN1	Gene
DOID:4236	carcinosarcoma	Disease
DOID:0080121	mitochondrial DNA depletion syndrome 3	Disease
CHEMBL1823872	CHEMBL1823872	Compound
DOID:11502	mitral valve insufficiency	Disease
10561	IFI44	Gene
CHEMBL1088751	CHEMBL1088751	Compound
DOID:9423	blepharitis	Disease
CHEMBL3545015	CHEMBL3545015	Compound
DB12001	Abemaciclib	Compound
DOID:0111026	cone-rod dystrophy 20	Disease
DOID:0060575	3MC syndrome 1	Disease
DOID:0050752	amyotrophic lateral sclerosis type 8	Disease
10483	SEC23B	Gene
DOID:10619	lymph node cancer	Disease
Q13231	CHIT1_HUMAN	Protein
123624	AGBL1	Gene
DOID:5842	testis seminoma	Disease
P05186	PPBT_HUMAN	Protein
DOID:452	pleomorphic adenoma	Disease
DB00985	Dimenhydrinate	Compound
CHEMBL3989402	CHEMBL3989402	Compound
UBERON:0001352	external acoustic meatus	Anatomy
51503	CWC15	Gene
DOID:859	holocarboxylase synthetase deficiency	Disease
80829	ZFP91	Gene
706	TSPO	Gene
DOID:0070085	schizophrenia 9	Disease
8387	OR1E1	Gene
10599	SLCO1B1	Gene
DB02772	Sucrose	Compound
7644	ZNF91	Gene
DOID:0110542	autosomal dominant nonsyndromic deafness 10	Disease
23456	ABCB10	Gene
C0234987	Dizziness postural	SideEffect
DOID:0110551	autosomal dominant nonsyndromic deafness 21	Disease
DOID:0050052	Rocky Mountain spotted fever	Disease
CHEMBL1152	CHEMBL1152	Compound
CHEMBL1743047	CHEMBL1743047	Compound
DOID:5003	eunuchism	Disease
DOID:11406	choroiditis	Disease
CHEMBL2107857	CHEMBL2107857	Compound
DOID:9275	tyrosinemia	Disease
390190	OR5B2	Gene
80343	SEL1L2	Gene
57599	WDR48	Gene
CHEMBL252164	CHEMBL252164	Compound
3643	INSR	Gene
55624	POMGNT1	Gene
DOID:0110669	congenital myasthenic syndrome 14	Disease
N0000167510	Estrogens, Conjugated (USP)	PharmacologicClass
P78508	KCJ10_HUMAN	Protein
CHEMBL357497	CHEMBL357497	Compound
DOID:1587	thrombocytopenia due to platelet alloimmunization	Disease
9025	RNF8	Gene
DOID:263	kidney cancer	Disease
DOID:11257	social phobia	Disease
5452	POU2F2	Gene
DB00634	Sulfacetamide	Compound
DB00314	Capreomycin	Compound
4914	NTRK1	Gene
2946	GSTM2	Gene
7095	SEC62	Gene
CHEBI:35526	hypoglycemic agent	PharmacologicClass
N0000000245	Adrenergic beta-Agonists	PharmacologicClass
CHEMBL515387	CHEMBL515387	Compound
DB00770	Alprostadil	Compound
5573	PRKAR1A	Gene
284111	SLC13A5	Gene
DB01384	Paramethasone	Compound
223	ALDH9A1	Gene
DOID:5127	bizarre leiomyoma	Disease
140689	CBLN4	Gene
CHEMBL2028852	CHEMBL2028852	Compound
